No.,No. 2,No. 3,Time,Review text,Rater 1 - Valence,Rater 1 - Arousal,Rater 2 - Valence,Rater 2 - Arousal
51,25304,401,7/6/10,"First visit to Odeon in many years was this past Sunday, a wickedly hot day in the middle of the Fourth of July weekend. We showed up around 6:15 PM, a full fifteen minutes earlier than our reservations. Contrary to expectations, Odeon had a good crowd, maybe two-thirds full. I used to work near Odeon a long time ago, more than 20 years ago, when dinosaurs still roamed the area. This was before it was even called Tribeca. It was just another gray, dismal part of the city. Then, along came The Odeon, the pioneer restaurant of Tribeca, and the crowds soon followed. Soon, more restaurants were opening, including those owned by Robert De Niro and pals, and the neighborhood began the slow transition into what it is today. So it was a real delight to find that The Odeon, despite the passage of so much time, hasn't lost a step. It is still a terrific bistro, serving up some wonderful food at reasonable prices. No wonder the crowds are still coming, even on a lazy and deserted three-day weekend. My wife had the heirloom tomato salad appetizer and I went with the frisee with lardons and poached egg. You'd have to toss a coin to decide which was better. I'm sitting here right now thinking about that salad, thinking that I'm going back in the next week or two just to have it again. I had the grilled fish (char) for my main, and my wife had the BLT, which came with some of the best potato salad either of us ever had. Both dishes were better than good, almost memorable. We swooned with delight over the hot fudge sundae, a large bowl of three scoops of vanilla ice cream topped with whipped cream and accompanied by a small pitcher of hot fudge. So instead of the hot fudge congealing at the bottom of the bowl, we could pour a little over the ice cream as we slowly spooned it up. Our waiter wasn't the warmest guy in the world (no chitchat, no comments, no asides, just the service, thank you, ma'am). But he was professional, poured the wine when it needed pouring, never missed a beat, and did not distract from the meal. Our only regret was that we had not been back to this marvelous little gem in so long.",7,6,7,6
52,85215,417,7/8/12,amazing service and great food. I was told i had to get the five leaves burger and it was great-  even had a fried egg on top of it!! i'd never had anything like that before. A wonderful brooklyn spot to visit on my trip to nyc. I just wish it was easier to get a table:),7,7,7,8
53,10053,204,2/23/12,"Very close to giving this place 5 stars. Their bar menu is pretty much high-end drunk food. I can only vouch for their burgers and sliders, but I don't know if you can mess up truffle parmesan french fries. Impressive beer selection and I always seem to arrive in time for their specials. I'm a sucker for Duvel in that little goblet. But the real reason I love this place is that it is the number one bar on ninth to watch a soccer game on TV. Only place around that has ESPN tres and is always packed during games. Great service, and daily happy hours (even late night from 11-1) keep me coming back.",7,8,7,9
54,3800,338,10/6/12,"Hands down one of my favorite restaurants and in my opinion the best location of the Pio Pio chain in New York City.  Let me just start by saying that this place meets all of my requirements for a ""Yelpworthy 5 star experience.""  It's casual, yet dressy would go over fine.  The atmosphere is fun and extremely energetic - be prepared for a crowd as this is always a popular spot.  Waitstaff is cordial and fun.  The chicken is amazing as you would expect but my favorite dish is the traditional Peruvian lomo saltado.  Their signature green sauce is the best I've had (if you want the recipe - I'll hook you up!)  Sangria pitchers are a must to compliment every meal.  The prices are fair as are the portion sizes.  As if all of this isn't enough, the birthday song is even amazing and let me be the first to admit that I HATE birthday songs in restaurants.  You have to check this place out!",9,8,7,8
55,93452,465,6/30/14,this is the pizza that everyone waits in line 2+ hours for ???,3,9,1,9
56,41925,155,10/7/13,"HOLY SHNIKES!!!! What a find! I go every week thats how good  this place is. Lets start off with the BREAD, YUM!  Lets move on to the Seared Tuna Avocado Appetizer, holy! Its so good we order 1 each! The Calamari salad is so awesome, its so big! Salads are all great and the STEAK, with parmesan on top, omg. Need i say more? Its amazing! All the waiters speak italian too, BELLISIMO!",9,9,9,9
57,27835,194,3/24/13,"Came here this past Saturday around 2pm after an early days work with some friends. The place was really empty at this time, but that was great for us. The bartender was exceptionally nice and recommended some really great tasting brews. We ordered food, I had the clam roll which was delicious with some tasty fries, my friends seemed to enjoy there veggie something sandwich and the cheeseburger. The decor was really interesting and we went out back to their patio and checked out the coy fish ponds they have back there. Really cool, will really be great back there when it gets a little warmer out. The prices as every other review mentioned are really reasonable. I will definitely make this a new regular place to come to with friends. Check it out. Update: I had to drop a star off the original 5 I gave them. I had the oyster fry thats on their brunch menu that the cashier recommended, and it was not good at all. Very fishy tasting. The fish taco I ordered was almost tasteless. Luckily the burger and fries were delicious as usual. I wish I would have went with my gut and ordered that delicious clam roll I always get. I still have mad love for the bar but the food we had this time around was disappointing.",6,8,7,8
58,125714,906,9/9/11,"Went to Nyonya based on the fab reviews from Yelp. Sadly to say I was a bit disappointed with some of the dishes. We ordered the Roti Canai (lacked curry flavor), hainese chicken (delicious), chinese veggies Malaysian style (very yummy if you like shrimp flavored veggies with a kick), dried curry fish head (again lacking curry flavor, tasted similar to the curry that came with the roti canai) and chicken broth rice (yummy). Grand total was about $48.00 (w/out tip for 3 people) Note that rice does not come with any of the dishes. I'm still amazed at how this place got recognized by Michelin.",5,6,4,6
59,4141,160,8/25/14,We definitely love it this place. Everything there is amazing. I can't explain how good was the meatballs. OMG amazing taste.,9,8,9,8
60,7310,160,6/18/12,"Warm, large, lovely space, with a back yard and friendly service. We tried three pizzas: - Great -- zucchini & eggplant - Good -- arugula - Okay -- artichoke and pancetta The gelato (we tried pistacho, espresso, and vanilla) and tiramisu were outstanding, but if you had to pick I'd go with the gelato. I don't live anywhere near here but if I did I'd come back.",7,5,7,5
